PID(18823) ,execname(stapio) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_fault@mm/memory.c:3466")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_read_fault@mm/memory.c:3359")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_fault_around@mm/memory.c:3304")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_fault@mm/memory.c:3466")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_read_fault@mm/memory.c:3359")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_fault_around@mm/memory.c:3304")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_set_pte@mm/memory.c:3158")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_counter_fast@mm/memory.c:156")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_copy@mm/memory.c:2283")) 
PID(18823) ,execname(fork) probe point:(kernel.function("cow_user_page@mm/memory.c:2129")) 
PID(18823) ,execname(fork) probe point:(kernel.function("SyS_clone@kernel/fork.c:2100")) 
PID(18823) ,execname(fork) probe point:(kernel.function("SYSC_clone@kernel/fork.c:2100")) 
PID(18823) ,execname(fork) probe point:(kernel.function("_do_fork@kernel/fork.c:1967")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_process@kernel/fork.c:1491")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_process@kernel/fork.c:1491")) 
PID(18823) ,execname(fork) probe point:(kernel.function("dup_task_struct@kernel/fork.c:486")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_task_struct_node@kernel/fork.c:151")) 
PID(18823) ,execname(fork) probe point:(kernel.function("alloc_thread_stack_node@kernel/fork.c:183")) 
PID(18823) ,execname(fork) probe point:(kernel.function("set_task_stack_end_magic@kernel/fork.c:478")) 
PID(18823) ,execname(fork) probe point:(kernel.function("account_kernel_stack@kernel/fork.c:291")) 
PID(18823) ,execname(fork) probe point:(kernel.function("rt_mutex_init_task@kernel/fork.c:1435")) 
PID(18823) ,execname(fork) probe point:(kernel.function("rcu_copy_process@kernel/fork.c:1468")) 
PID(18823) ,execname(fork) probe point:(kernel.function("posix_cpu_timers_init@kernel/fork.c:1449")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_files@kernel/fork.c:1240")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_fs@kernel/fork.c:1220")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_sighand@kernel/fork.c:1293")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_signal@kernel/fork.c:1346")) 
PID(18823) ,execname(fork) probe point:(kernel.function("posix_cpu_timers_init_group@kernel/fork.c:1327")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_mm@kernel/fork.c:1174")) 
PID(18823) ,execname(fork) probe point:(kernel.function("dup_mm@kernel/fork.c:1139")) 
PID(18823) ,execname(fork) probe point:(kernel.function("mm_init@kernel/fork.c:766")) 
PID(18823) ,execname(fork) probe point:(kernel.function("mm_init_aio@kernel/fork.c:751")) 
PID(18823) ,execname(fork) probe point:(kernel.function("mm_init_owner@kernel/fork.c:759")) 
PID(18823) ,execname(fork) probe point:(kernel.function("mm_alloc_pgd@kernel/fork.c:708")) 
PID(18823) ,execname(fork) probe point:(kernel.function("dup_mmap@kernel/fork.c:568")) 
PID(18823) ,execname(fork) probe point:(kernel.function("get_mm_exe_file@kernel/fork.c:958")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__pud_alloc@mm/memory.c:3919")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__pmd_alloc@mm/memory.c:3949")) 
